geo,domain,count
Kitakyushu-Fukuoka (1068),F16C,1
Liverpool (1648),C07F,2
Liverpool (1648),C23C,2
Wollongong (51),Y10T,7
Singapore (1490),C23C,6
Concord (1700),C30B,3
Takamatsu (1086),B23K,1
Takamatsu (1086),H05K,1
Takamatsu (1086),C23C,1
Takamatsu (1086),C23F,1
Portland (1770),C25C,2
Durham (1710),H01J,6
Incheon (1385),C25D,1
Greenville (1720),C25D,3
New York-Newark (1758),B23B,2
Sendai (1084),C30B,8
Denver-Aurora (1707),D01F,3
Vicenza (1057),D02G,1
 (NA),D05C,8
Duesseldorf (734),D06L,1
Duesseldorf (734),D06P,3
K<f6>ln (Cologne) (741),D06L,1
K<f6>ln (Cologne) (741),D06P,1
Lyon (710),D21B,1
Delhi (808),D21C,1
Pescara (1047),D21H,1
Pescara (1047),Y10T,9
Poughkeepsie-Newburgh (1771),D21H,2
Hamburg (738),E01B,2
Dortmund (732),E01F,1
Wien (Vienna) (52),E01F,2
Frankfurt am Main (737),E01F,1
Muenster (Westfalen) (744),E01F,1
Newcastle upon Tyne (1651),E02B,2
Newcastle upon Tyne (1651),Y02A,1
Tokyo (1088),E02D,7
Kyoto–Osaka–Kobe (1067),E04C,4
Kyoto–Osaka–Kobe (1067),E02D,2
Kyoto–Osaka–Kobe (1067),E04B,7
Mobile (1751),E02D,1
Mobile (1751),G01S,1
Denver-Aurora (1707),E02D,1
Denver-Aurora (1707),G01S,8
Scranton (1791),E02F,1
Jeju (1386),E02F,1
Antwerpen (74),E04G,1
Orlando (1762),E04F,1
Orlando (1762),Y10T,6
Muenster (Westfalen) (744),E04B,1
Baton Rouge (1683),E04C,1
Bangalore (780),E04C,1
Bangalore (780),E04B,1
Bangalore (780),E04D,1
Manchester (1650),E04D,4
Manchester (1650),F16B,2
Verona (1056),E01D,1
Barcelona (1514),F24S,3
Barcelona (1514),E04D,1
Barcelona (1514),Y02B,2
Stockholm (1538),E04G,1
San Jose (1786),E06B,1
San Jose (1786),E04H,4
San Jose (1786),E04B,3
Rio de Janeiro (134),G09F,1
Rio de Janeiro (134),Y02B,1
Rio de Janeiro (134),F24F,1
Rio de Janeiro (134),E04H,2
Z<fc>rich (Zurich) (1543),E04H,4
Sydney (50),E04H,4
Eindhoven (1222),E04H,1
Eindhoven (1222),F16B,1
"Columbus, Ohio (1699)",E04C,2
"Columbus, Ohio (1699)",B28B,1
"Columbus, Ohio (1699)",E04B,7
Be'er Sheva (1022),E05C,1
Brno (649),E05C,1
Mannheim (743),E05B,2
Mannheim (743),E05C,1
Pretoria (1506),E05F,1
Pretoria (1506),E05Y,1
Parma (1046),F16H,1
Parma (1046),E05Y,1
Parma (1046),E05F,1
Preston (1654),E06B,2
Miami (1747),E06B,1
West Yorkshire (1663),C09K,7
Sunderland (1660),C09K,3
Seattle (1792),E21B,3
Houston (1724),B65G,2
The Woodlands (1802),B65G,1
Reading-Wokingham (1655),F04D,2
Reading-Wokingham (1655),F04F,1
Reading-Wokingham (1655),F04B,3
Pittsburgh (1768),F16L,4
San Antonio (1783),Y02T,12
San Antonio (1783),F02D,4
Fort Collins (1715),F02B,2
Fort Collins (1715),Y02T,4
Fort Collins (1715),F02D,3
Lecco (1039),Y02T,2
Lecco (1039),F02B,1
Lecco (1039),F01L,1
Lecco (1039),F02M,1
Utsunomiya (1091),F02D,15
Utsunomiya (1091),F02M,4
Utsunomiya (1091),F01P,1
Utsunomiya (1091),B62K,1
Utsunomiya (1091),Y02T,8
Utsunomiya (1091),G01L,1
Leicester (1647),F02P,1
Leicester (1647),F02D,2
Leicester (1647),F02M,2
Lyon (710),F02M,1
Stuttgart (747),H01F,10
Z<fc>rich (Zurich) (1543),F05B,3
Z<fc>rich (Zurich) (1543),F03D,1
Moskva (Moscow) (1427),F05B,2
Moskva (Moscow) (1427),F03D,2
Newcastle upon Tyne (1651),F03B,1
Edinburgh (1644),F05B,2
Edinburgh (1644),F03D,1
Edinburgh (1644),Y02E,3
Daegu (1378),F03D,1
Daegu (1378),F05B,2
Daegu (1378),Y02B,2
Daegu (1378),Y02E,13
Istanbul (1600),F05C,1
Istanbul (1600),F04B,4
Rockford (1779),G05D,1
Rockford (1779),F05B,1
Rockford (1779),Y10S,1
Rockford (1779),A23G,1
Hiroshima (1063),F04B,1
Paris (715),F04C,1
Shizuoka-Hamamatsu (1085),F04C,3
Stockholm (1538),F03C,3
Stockholm (1538),F15B,3
Stockholm (1538),B27B,4
Santa Clarita (1787),F15B,2
Berlin (727),F16K,2
Berlin (727),F01L,2
Moskva (Moscow) (1427),F15D,2
Moskva (Moscow) (1427),B61D,1
Z<fc>rich (Zurich) (1543),F15D,2
Z<fc>rich (Zurich) (1543),B61D,1
Brighton-Worthing-Littlehampton (1640),F16B,2
Kitakyushu-Fukuoka (1068),F16B,2
Eindhoven (1222),B60R,1
Eindhoven (1222),F16M,3
Adelaide (41),F16D,1
Berlin (727),F16D,3
Berlin (727),H02K,6
Frankfurt am Main (737),H02K,14
Stuttgart (747),F16F,11
Bonn (730),F16G,5
Varna (149),F16H,1
Utrecht (1225),F16J,1
Padova (1044),F16K,1
Cardiff (1642),F16K,2
Wien (Vienna) (52),F02M,3
Basel (1539),G05D,2
Buffalo (1689),F16K,2
Provo-Orem (1773),Y10T,4
Provo-Orem (1773),F16K,2
London (1649),E21B,9
G<f6>teborg (1536),G21D,1
G<f6>teborg (1536),F16L,2
 (NA),G21D,5
Hannover (739),F16L,2
Hannover (739),C09D,3
Hannover (739),C08K,4
Bremen (731),F16L,1
Bremen (731),B64D,2
Buffalo (1689),F17C,3
Central Coast (44),F21L,2
Central Coast (44),H01H,1
Central Coast (44),F21V,2
Sydney (50),F21L,6
Sydney (50),F21V,9
Cleveland (1696),F21Y,3
Cleveland (1696),F21W,3
Cleveland (1696),F21L,1
Sydney (50),B60Q,1
Sydney (50),F21Y,4
Sydney (50),F21W,1
Sydney (50),F21S,5
Takamatsu (1086),A01K,1
Essen (736),F21S,1
Essen (736),C11C,1
Denton-Lewisville (1706),F21V,1
Denton-Lewisville (1706),F21S,1
Denton-Lewisville (1706),F21Y,1
M<fc>nchen (Munich) (745),F21V,7
Indianapolis (1726),C21C,1
Indianapolis (1726),F23C,1
Indianapolis (1726),F27D,1
Bielefeld (728),F23G,1
Bridgeport-Stamford (1688),F23Q,2
New Haven (1756),F23Q,2
Adelaide (41),F23N,1
Adelaide (41),F24C,1
Adelaide (41),F23Q,1
Lyon (710),F02C,1
Paris (715),F02C,2
Dortmund (732),F02C,1
Busan (1374),H05B,14
Busan (1374),A47J,1
Providence (1772),E04H,2
Shanghai (449),A47F,2
Shanghai (449),F25D,3
Shanghai (449),A47B,1
Stockholm (1538),A47F,3
Changsha (218),A47F,1
Changsha (218),F25D,1
Changsha (218),A47B,1
Istanbul (1600),F25D,18
Allentown-Bethlehem (1674),C09K,5
Allentown-Bethlehem (1674),F25J,6
Allentown-Bethlehem (1674),F25B,2
Tokyo (1088),F26B,6
Seoul (1390),F27D,2
Seoul (1390),F27B,2
Seoul (1390),B24B,4
Budapest (761),F28D,1
Budapest (761),F01N,1
Budapest (761),F02M,1
Budapest (761),Y02T,1
Budapest (761),F28F,1
Hamburg (738),F28F,1
Hamburg (738),F28D,4
Utsunomiya (1091),F28D,15
Marseille-Aix-en-Provence (711),F41G,1
Nice-Cannes (714),F41G,1
Dresden (733),F41H,1
Ath<ed>nai (Athens) (753),F41H,1
Toyohashi (1090),G06F,10
Vancouver (174),G01B,2
Vancouver (174),G06T,3
Tokyo (1088),G04B,5
Tokyo (1088),G04R,10
Los Angeles-Long Beach-Santa Ana (1742),G01C,11
Santa Clarita (1787),G01C,11
Ulsan (1394),G01F,1
Ulsan (1394),G01D,1
Oslo (1282),G01S,3
Oslo (1282),G01F,4
Milano (Milan) (1040),G01S,3
Milano (Milan) (1040),G01V,3
Milano (Milan) (1040),E21B,5
Z<fc>rich (Zurich) (1543),G01G,4
"Columbus, Ohio (1699)",G01J,2
Melbourne (46),G01K,1
"Jacksonville, Florida (1729)",G01M,1
G<f6>teborg (1536),F04B,1
K<f8>benhavn (Copenhagen) (672),B82Y,8
Manchester (1650),H01J,11
Boston (1687),C08H,3
Temecula-Murrieta (1801),G01R,2
Windsor (176),G01N,2
Toronto (173),A61F,4
Sacramento (1781),G16B,3
Bern (1540),G01N,11
Preston (1654),G06T,2
Preston (1654),G01N,4
Seattle (1792),G01B,2
Brescia (1030),G01N,3
Montr<e9>al (167),H01C,4
Brighton-Worthing-Littlehampton (1640),C12Y,1
Toyohashi (1090),C12Q,3
Sapporo (1083),G01N,14
Chengdu (227),B01J,3
Chengdu (227),B01L,1
Panzhihua (416),B01J,1
Panzhihua (416),B01L,1
Leshan (367),B01J,2
Leshan (367),B01L,1
Sacramento (1781),Y02T,4
Sacramento (1781),B60K,3
Sacramento (1781),F16H,2
Sacramento (1781),B60W,2
Sacramento (1781),B60L,1
Bonn (730),G01P,1
K<f6>ln (Cologne) (741),G01P,2
Seattle (1792),G01R,6
Hartford (1722),B67D,8
Lafayette (1733),B67D,1
Lafayette (1733),B65D,2
"Springfield, Massachusett, Connecticut (1795)",B67D,4
Chicago (1694),G08G,3
Chicago (1694),G05D,4
Chicago (1694),G01S,1
Chicago (1694),B60T,1
Beijing (204),G01S,6
Beijing (204),G01P,1
Akron (1671),G01T,1
"Washington, D.C. (1810)",G01V,3
Kyoto–Osaka–Kobe (1067),G01V,5
Tampere (703),G02B,6
El Paso (1711),B43M,1
New Haven (1756),B82Y,10
Z<fc>rich (Zurich) (1543),G06K,6
Bristol (1641),G02B,12
Bristol (1641),C03B,4
Bristol (1641),B29D,2
Montr<e9>al (167),G02B,11
Singapore (1490),G02B,5
Eindhoven (1222),B41J,6
San Francisco-Oakland (1785),G09F,4
Minsk (71),H04N,2
Minsk (71),G02B,1
Daegu (1378),G02C,2
Daegu (1378),B29D,1
Melbourne (46),G02C,1
Maebashi-Takasaki (1074),A63F,1
Stockholm (1538),G02F,1
Dresden (733),B82Y,6
Scranton (1791),G03F,1
Sapporo (1083),G03G,1
San Francisco-Oakland (1785),G08C,2
San Jose (1786),G08C,6
Sacramento (1781),G07C,1
Sacramento (1781),G08C,1
Lausanne (1542),G01H,1
Lausanne (1542),G01M,1
Houston (1724),G05B,9
Rotterdam (1223),G05B,2
Milano (Milan) (1040),G05B,2
Knoxville (1732),G05B,3
Knoxville (1732),Y02P,4
Knoxville (1732),G06Q,3
Busto Arsizio (1031),G05D,3
Seattle (1792),H01L,13
Vancouver (174),G10L,4
Z<fc>rich (Zurich) (1543),G05B,8
Newcastle upon Tyne (1651),G06Q,2
Southend-On-Sea (1658),H04L,4
Kuala Lumpur (1133),G06F,5
Delhi (808),H04L,4
Allentown-Bethlehem (1674),G16H,1
Riverside-San Bernardino (1777),Artificial Intelligence,4
Riverside-San Bernardino (1777),G06F,7
Philadelphia (1766),H05K,10
Buenos Aires (24),H04B,1
Buenos Aires (24),H04M,1
Mumbai (Bombay) (882),H03M,1
Trenton (1804),H03M,2
Palm Bay-Melbourne (1764),G01S,4
Houston (1724),H04M,2
Houston (1724),H04W,3
The Woodlands (1802),H04M,1
The Woodlands (1802),H04W,1
Concord (1700),G10L,1
New York-Newark (1758),G10L,8
"Columbus, Ohio (1699)",G10L,2
Xinzhu (619),G03G,2
Taizhong (616),G03G,1
Los Angeles-Long Beach-Santa Ana (1742),G03G,3
Boston (1687),G16H,39
Mission Viejo (1750),G07C,1
Edinburgh (1644),G06Q,1
Toulouse (721),Artificial Intelligence,7
Edinburgh (1644),H04M,1
Edinburgh (1644),H01H,1
Ann Arbor (1675),Y02D,2
Seoul (1390),G01D,6
Seoul (1390),G01W,1
Sydney (50),G03G,1
Nagano (1077),Artificial Intelligence,4
Nagano (1077),G06F,5
Tomsk (1450),H04L,1
Firenze (Florence) (1036),A61B,3
Firenze (Florence) (1036),G06F,2
Gwangju (1383),A45F,1
Delhi (808),G06Q,5
Daegu (1378),G02B,3
Stockholm (1538),G16H,2
Philadelphia (1766),H01F,4
Philadelphia (1766),G08B,6
Aguadilla-Isabela-San Sebastian (1366),H01F,1
Aguadilla-Isabela-San Sebastian (1366),G06K,1
Aguadilla-Isabela-San Sebastian (1366),G08B,1
Aguadilla-Isabela-San Sebastian (1366),H01L,1
Aguadilla-Isabela-San Sebastian (1366),Y10T,1
Seattle (1792),G06V,18
Lausanne (1542),A45D,2
Nice-Cannes (714),B32B,2
Melbourne (46),G06K,2
San Jose (1786),G06M,1
San Jose (1786),H02H,1
Providence (1772),G06N,1
Jerusalem (1024),G06V,2
Orlando (1762),G06T,2
Orlando (1762),A61B,22
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G07B,2
Guangzhou (283),G07G,1
Austin (1680),B25C,1
Austin (1680),G06K,3
London (1649),A45C,8
Phoenix-Mesa (1767),G05D,6
Frankfurt am Main (737),B64F,1
Adelaide (41),A63H,2
Atlanta (1678),G09F,4
Santa Clarita (1787),G09F,4
Santa Clarita (1787),A61M,11
S<e3>o Paulo (138),G09F,1
London (1649),F21S,4
London (1649),F21V,7
London (1649),F21Y,3
Pozna? (1360),G09F,1
Pozna? (1360),F21S,2
Pozna? (1360),F21V,2
Pozna? (1360),B65D,1
Pozna? (1360),F21Y,2
Melbourne (46),G09F,5
Newcastle upon Tyne (1651),G09F,3
London (1649),H10K,15
Austin (1680),G09G,6
Detroit (1709),B60T,10
Detroit (1709),H04R,2
Baltimore (1682),G10L,1
Mission Viejo (1750),G10L,7
Nurenberg (746),G06F,21
Nagoya (1061),G10L,2
San Jose (1786),G03G,3
Concord (1700),G06V,1
Concord (1700),G06K,9
Concord (1700),G03G,1
London (1649),H01F,4
London (1649),B82Y,13
London (1649),G11B,27
Bristol (1641),G11B,2
Kitakyushu-Fukuoka (1068),B32B,5
Kitakyushu-Fukuoka (1068),G21F,1
Las Vegas (1739),C08K,1
Jiangmen (325),H01H,2
Busan (1374),H01H,1
Ulsan (1394),H01F,1
Ulsan (1394),H01H,1
Phoenix-Mesa (1767),F21V,4
Phoenix-Mesa (1767),Y02B,4
Phoenix-Mesa (1767),F21Y,4
Phoenix-Mesa (1767),F21S,2
Madrid (1518),H01J,1
Eindhoven (1222),F21Y,4
Eindhoven (1222),H01K,12
Tampere (703),G03B,2
Montr<e9>al (167),H05K,2
Montr<e9>al (167),G09F,5
Montr<e9>al (167),F21Y,1
Montr<e9>al (167),F21V,2
Utrecht (1225),H01L,2
Riverside-San Bernardino (1777),H05K,5
Riverside-San Bernardino (1777),H01G,1
Riverside-San Bernardino (1777),H01C,1
Salt Lake City (1782),H01L,7
Salt Lake City (1782),H10N,2
Boston (1687),H10N,4
San Jose (1786),G06J,1
Orlando (1762),C30B,1
"Columbia, South Carolina (1698)",F25B,1
"Columbia, South Carolina (1698)",G01R,2
Denver-Aurora (1707),G01B,2
Denver-Aurora (1707),Y02E,19
Toyohashi (1090),H10N,1
Reading-Wokingham (1655),C09K,6
Minneapolis-St. Paul (1749),C01G,3
Minneapolis-St. Paul (1749),C01P,3
Halifax (163),Y02E,2
Halifax (163),H01M,2
Halifax (163),C01G,1
Halifax (163),C01P,1
Halifax (163),Y10T,2
Toulon (720),Y02E,1
Toulon (720),H01M,1
Toulon (720),C01G,1
Toulon (720),C01P,1
Toulon (720),Y10T,3
Hannover (739),Y02E,9
Hannover (739),H01M,7
Hannover (739),H01G,2
Lancaster (1735),Y02E,2
Lancaster (1735),H01M,1
Lancaster (1735),H01G,2
Kyoto–Osaka–Kobe (1067),H03F,8
Bremen (731),H01Q,1
Chicago (1694),H01P,2
Chicago (1694),H01Q,3
Nurenberg (746),B29L,5
Karlsruhe (740),H02G,2
Karlsruhe (740),H01R,14
Zhaoqing (589),H02K,1
Zhaoqing (589),H01R,1
Tampere (703),H01T,1
Tampere (703),B23K,2
Shanghai (449),H01F,1
Shanghai (449),H02B,1
Berlin (727),H02H,9
Berlin (727),G11C,1
Karlsruhe (740),H01F,3
Mannheim (743),H01F,4
San Diego (1784),H02J,6
Strasbourg (719),H02K,2
Toronto (173),H02K,9
Toyohashi (1090),H02K,2
Malm<f6> (1537),H02K,1
Dresden (733),H02K,3
Montr<e9>al (167),H02M,1
Montr<e9>al (167),H03K,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),H02J,4
Oxnard (1763),H02J,1
Z<fc>rich (Zurich) (1543),H02J,4
Greensboro (1719),H02M,1
Greensboro (1719),H04B,4
Greensboro (1719),H03K,1
Mannheim (743),H02M,2
Shizuoka-Hamamatsu (1085),H02N,1
Shizuoka-Hamamatsu (1085),F16C,4
Shizuoka-Hamamatsu (1085),G10K,2
Stoke-on-Trent (The Potteries) (1659),G01P,1
Stoke-on-Trent (The Potteries) (1659),H02P,1
Stoke-on-Trent (The Potteries) (1659),H02H,1
Stoke-on-Trent (The Potteries) (1659),G01R,1
Stoke-on-Trent (The Potteries) (1659),E05F,1
Seoul (1390),H02P,3
Tours (722),H02K,1
Tours (722),H02P,2
Tours (722),F16C,5
Tours (722),G01P,2
Portland (1770),H03H,4
Nurenberg (746),H03K,8
Berlin (727),H03K,1
Kharagpur (860),H03K,1
Mumbai (Bombay) (882),G03H,1
San Diego (1784),G03H,2
Birmingham (West Midlands) (1638),G07D,3
Oxnard (1763),H03F,6
Concord (1700),H03F,3
Santa Clarita (1787),H03F,3
Reading-Wokingham (1655),H04B,10
Reading-Wokingham (1655),H03F,2
Nurenberg (746),Y02D,2
Utrecht (1225),H04B,7
Rochester (1778),H04W,3
Singapore (1490),H04B,17
Seoul (1390),G01C,14
Incheon (1385),B60N,4
Milano (Milan) (1040),H04B,9
Padova (1044),H04B,1
San Francisco-Oakland (1785),H04H,10
Temecula-Murrieta (1801),H04B,24
Rio de Janeiro (134),C07H,2
Richmond (1776),H04M,2
Richmond (1776),H04W,2
Tirunelveli (930),H04L,1
Agra (763),H04L,1
Bridgeport-Stamford (1688),H03G,3
New York-Newark (1758),H03G,4
Philadelphia (1766),H03G,1
Durham (1710),H04J,2
Santa Rosa (1788),H04J,8
Austin (1680),H04J,3
Palm Bay-Melbourne (1764),H04M,4
Los Angeles-Long Beach-Santa Ana (1742),G10L,2
Indianapolis (1726),H04Q,2
Bordeaux (706),G06F,7
Bordeaux (706),Artificial Intelligence,6
Sevilla (1522),G06F,1
Sevilla (1522),H04L,2
Sevilla (1522),G07F,1
Dublin (1021),H04L,9
Chicago (1694),G01R,3
Utrecht (1225),Y02D,2
Bristol (1641),H04W,11
Liverpool (1648),H04L,1
Glasgow (1645),H04L,5
Frankfurt am Main (737),H04M,7
Rennes (716),H04W,6
Rotterdam (1223),H04M,2
Rotterdam (1223),H04W,9
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),G03B,4
Denver-Aurora (1707),G09G,3
Rotterdam (1223),H04N,3
Kumamoto (1071),H04B,1
Kumamoto (1071),H04M,2
Kumamoto (1071),H04N,1
Boston (1687),G03B,7
Marseille-Aix-en-Provence (711),H04B,1
Z<fc>rich (Zurich) (1543),G08B,4
Bonn (730),H04M,3
Bonn (730),H04Q,3
Lyon (710),H04W,1
Austin (1680),G08G,3
Austin (1680),G01C,3
Rotterdam (1223),H04R,1
Utrecht (1225),H04R,1
Beijing (204),H04R,3
Perth (48),H04R,2
Incheon (1385),H04R,9
K<f8>benhavn (Copenhagen) (672),G01R,6
Mission Viejo (1750),G05F,1
Mission Viejo (1750),Y02B,8
Los Angeles-Long Beach-Santa Ana (1742),G05F,2
Los Angeles-Long Beach-Santa Ana (1742),H05B,15
Hannover (739),C21D,1
Hannover (739),Y02P,3
Bruxelles-Brussel (75),H05B,1
Incheon (1385),H05K,4
Karlsruhe (740),H01L,3
Tokyo (1088),G12B,2
Detroit (1709),E05Y,7
Detroit (1709),E05B,6
Detroit (1709),E05F,6
Detroit (1709),E05D,3
Huntsville (1725),G16H,1
Philadelphia (1766),G16H,18
"Columbia, South Carolina (1698)",F16B,1
"Columbia, South Carolina (1698)",B60B,1
Greenville (1720),F16B,2
Greenville (1720),B60B,5
New York-Newark (1758),A45F,4
Wien (Vienna) (52),E01C,2
Wien (Vienna) (52),A01C,1
Nantes (713),C08L,1
Nantes (713),C08K,1
Murcia (1520),A01G,1
Murcia (1520),Y02P,1
Sydney (50),B68C,1
Perth (48),A63B,1
Perth (48),B68C,1
Perth (48),G16H,3
Dallas-Fort Worth (1703),A01M,1
Rochester (1778),A01N,10
Pretoria (1506),A01N,2
Changchun (213),A01H,1
Changchun (213),A01N,1
Hangzhou (298),C07C,3
Hangzhou (298),A01N,3
Pescara (1047),A23V,1
Pescara (1047),A23L,1
Pescara (1047),A21D,1
Mysore (885),A21D,3
Barcelona (1514),A21D,1
Valencia (1523),A21D,1
Mangalore (876),A21D,1
Antwerpen (74),A21D,4
Antwerpen (74),A23V,4
Mysore (885),A23V,4
Mysore (885),A23L,11
Mysore (885),A23G,1
Mangalore (876),A23L,4
Mangalore (876),A23J,1
Hefa (Haifa) (1023),A61Q,8
Newcastle upon Tyne (1651),A23V,1
Newcastle upon Tyne (1651),F26B,2
Newcastle upon Tyne (1651),A21C,1
Newcastle upon Tyne (1651),C09D,1
Okayama (1082),A23P,2
Mangalore (876),A23V,2
Bangalore (780),A23C,1
Bangalore (780),A23L,10
Bangalore (780),A23P,1
Mangalore (876),A23C,1
Mangalore (876),A61P,1
Mangalore (876),A23P,1
Bruxelles-Brussel (75),A23V,5
Buffalo (1689),A23D,2
Buffalo (1689),A23C,1
Winston-Salem (1812),A24B,2
 (NA),A41H,5
Denver-Aurora (1707),A42B,2
Denver-Aurora (1707),A23G,1
Denver-Aurora (1707),A41D,4
Denver-Aurora (1707),A43B,4
Denver-Aurora (1707),A45F,3
Ottawa-Gatineau (169),F41H,2
Ottawa-Gatineau (169),A62B,1
Ottawa-Gatineau (169),A42B,1
Hamilton (164),F41H,1
Hamilton (164),B32B,2
Hamilton (164),A62B,1
Hamilton (164),A42B,1
London (1649),A62B,5
London (1649),A42B,2
London (1649),F04D,4
Los Angeles-Long Beach-Santa Ana (1742),A43B,4
Johannesburg (1502),A43D,1
Johannesburg (1502),A43B,1
New York-Newark (1758),A44C,5
Trenton (1804),A45C,2
Philadelphia (1766),A45C,1
Nanchang (403),A47C,1
Kolkata (Calcutta) (863),A46B,1
Z<fc>rich (Zurich) (1543),A47B,5
Melbourne (46),A47F,1
Melbourne (46),A47B,3
"Fuzhou, Fujian (271)",A47C,3
Rotterdam (1223),F25D,1
Rotterdam (1223),A47F,1
Ciudad de M<e9>xico (Mexico City) (1147),F25D,1
Ciudad de M<e9>xico (Mexico City) (1147),A47F,1
Eindhoven (1222),F25D,1
Roma (Rome) (1049),A47C,1
Roma (Rome) (1049),A47G,2
Daegu (1378),A47J,3
Bern (1540),B01F,2
Treviso (1054),F24H,1
New York-Newark (1758),A47J,9
Duesseldorf (734),B25G,1
Ann Arbor (1675),A47K,1
Albuquerque (1673),Y02W,1
Albuquerque (1673),A61L,4
Albuquerque (1673),C02F,2
Torino (Turin) (1053),A47L,3
Pretoria (1506),B08B,1
Pretoria (1506),A47L,1
Lancaster (1735),A61P,3
Memphis (1746),B81B,1
Memphis (1746),G02B,2
Syracuse (1799),Y10S,8
M<fc>nchen (Munich) (745),G01B,8
Portland (1770),G16H,3
Portland (1770),G08B,2
Portland (1770),G16Z,1
Round Lake Beach-McHenry-Grayslake (1780),G16Z,1
Boston (1687),G08B,11
Boston (1687),G16Z,8
Brisbane (42),A61B,12
Mannheim (743),G03B,1
Mannheim (743),G01T,1
Mannheim (743),H04N,2
Pensacola (1765),A61B,3
Akron (1671),A61F,8
Akron (1671),A61B,9
Mannheim (743),A61N,4
Saratov (1444),A46B,1
Saratov (1444),A61B,1
Saratov (1444),A61Q,1
Saratov (1444),A61C,1
Saratov (1444),A61F,1
Saratov (1444),A61N,1
Saratov (1444),A61K,1
M<fc>nchen (Munich) (745),A61C,7
M<fc>nchen (Munich) (745),G16H,2
Maebashi-Takasaki (1074),A61C,1
Maebashi-Takasaki (1074),A61B,7
Riverside-San Bernardino (1777),A61C,2
Port St. Lucie (1769),A61F,3
Chicago (1694),A61F,30
Pretoria (1506),A61K,5
Pretoria (1506),A61L,2
Stuttgart (747),A61F,11
Moskva (Moscow) (1427),G06F,13
Tucson (1805),A61F,1
Kuala Lumpur (1133),A61F,1
Liverpool (1648),A61H,2
Manchester (1650),A61H,1
Cardiff (1642),A61H,2
G<f6>teborg (1536),A61J,1
Hiroshima (1063),A61J,2
Nagoya (1061),A61J,4
Malm<f6> (1537),G06K,6
Malm<f6> (1537),A61J,3
Malm<f6> (1537),G09F,4
K<f8>benhavn (Copenhagen) (672),G06K,2
K<f8>benhavn (Copenhagen) (672),A61J,7
Buffalo (1689),A61F,2
Temecula-Murrieta (1801),A23L,6
Syracuse (1799),A01K,1
Buenos Aires (24),C07K,6
Buenos Aires (24),C08B,1
Buenos Aires (24),C12P,1
Atlanta (1678),G16H,8
"Springfield, Massachusett, Connecticut (1795)",C12N,3
Seattle (1792),A23L,1
Durham (1710),C07C,12
Durham (1710),C07B,3
Durham (1710),C07F,7
"Springfield, Missouri (1796)",A61K,2
Fort Collins (1715),C07K,8
Charleroi (76),D06M,1
Charleroi (76),C11D,7
Li<e8>ge (78),D06M,1
Li<e8>ge (78),C11D,7
Li<e8>ge (78),A61K,23
Li<e8>ge (78),A61Q,4
Daejon (1379),A61Q,9
Gen<e8>ve (1541),C01F,2
Gen<e8>ve (1541),C01P,2
Lucknow (871),A61Q,3
Denver-Aurora (1707),A61Q,5
East London (Buffalo City) (1500),A61P,3
East London (Buffalo City) (1500),A61Q,1
Glasgow (1645),A61L,1
Glasgow (1645),A61F,3
Glasgow (1645),A61M,5
Lille (709),A23L,3
Porto (1365),A61P,6
Porto (1365),A61K,4
Milwaukee (1748),A61K,13
Winnipeg (177),A61K,12
Li<e8>ge (78),A61P,21
Chongqing (231),A61P,7
Chongqing (231),A61K,7
Dresden (733),A61P,15
Koriyama (1070),A23L,1
Koriyama (1070),A61P,2
Kyoto–Osaka–Kobe (1067),A23K,12
Kagoshima (1065),A23K,2
Kagoshima (1065),Y02A,2
Nagpur (886),A61K,9
Tampere (703),A61K,4
Okayama (1082),Y02A,2
Cleveland (1696),C12N,6
Rochester (1778),A61L,18
Rochester (1778),C11D,8
Charlotte (1692),C08F,5
Charlotte (1692),A61L,9
Karlsruhe (740),A61L,5
Karlsruhe (740),C07K,2
Karlsruhe (740),C08L,2
Lakeland (1734),A61M,1
Provo-Orem (1773),B08B,1
Salt Lake City (1782),B08B,2
Toulon (720),A61M,4
Incheon (1385),A61M,1
Hamburg (738),A61M,5
Southend-On-Sea (1658),A61M,6
Southend-On-Sea (1658),A62B,1
Cleveland (1696),A45D,1
Akron (1671),A61M,3
Akron (1671),A45D,1
Akron (1671),B05B,4
New York-Newark (1758),D03D,2
New York-Newark (1758),D10B,1
New York-Newark (1758),D02G,2
Modena (1041),A61F,2
Sevilla (1522),A61N,1
Hannover (739),B63C,4
Hannover (739),A62B,3
Brighton-Worthing-Littlehampton (1640),A62B,1
Nice-Cannes (714),A63B,2
Minsk (71),A63B,2
Frankfurt am Main (737),A63B,1
Berlin (727),A63B,6
Cape Town (1498),A63B,2
Riverside-San Bernardino (1777),E05B,2
Riverside-San Bernardino (1777),A63C,1
Chicago (1694),F02K,1
Portland (1770),Y02W,1
Portland (1770),Y02E,8
Portland (1770),Y02P,4
Portland (1770),B09B,2
Portland (1770),C05F,1
Portland (1770),C12M,1
Seattle (1792),B09B,2
Seattle (1792),C05F,3
Seattle (1792),C12M,4
Stockholm (1538),C02F,6
Trenton (1804),Y02C,2
Worcester (1813),C01B,9
Toronto (173),F02M,6
New York-Newark (1758),F02M,4
Trenton (1804),F02M,2
